Timestamp,Traded Instrument,Traded Side,Traded Price,Traded Volume
11:43:44,ESX-FUTURE,ASK,3354.25,332
11:43:45,ESX-FUTURE,ASK,3354.25,433
11:43:46,SP-FUTURE,ASK,2911.75,386
11:43:46,ESX-FUTURE,BID,3354.0,1502
11:43:47,SP-FUTURE,BID,2911.25,92
11:43:48,ESX-FUTURE,ASK,3354.25,553
11:43:48,SP-FUTURE,ASK,2911.75,283
11:43:49,ESX-FUTURE,ASK,3354.25,168
11:43:49,ESX-FUTURE,BID,3354.0,1439
11:43:50,SP-FUTURE,ASK,2911.5,371
11:43:51,SP-FUTURE,BID,2911.25,98
11:43:51,ESX-FUTURE,BID,3354.25,7
11:43:52,ESX-FUTURE,ASK,3354.5,593
11:43:52,SP-FUTURE,BID,2911.25,41
11:43:53,SP-FUTURE,BID,2911.25,1185
11:43:53,ESX-FUTURE,BID,3352.25,6
11:43:54,SP-FUTURE,ASK,2911.5,233
11:43:54,SP-FUTURE,ASK,2911.5,3
11:43:54,ESX-FUTURE,BID,3352.25,485
11:43:55,SP-FUTURE,BID,2911.25,80
11:43:56,SP-FUTURE,ASK,2911.5,678
11:43:56,SP-FUTURE,ASK,2911.5,552
11:43:56,ESX-FUTURE,ASK,3353.75,71
11:43:57,ESX-FUTURE,BID,3353.5,115
11:43:58,SP-FUTURE,BID,2911.25,419
11:43:58,ESX-FUTURE,ASK,3353.25,572
11:43:59,ESX-FUTURE,BID,3353.0,1168
11:43:59,ESX-FUTURE,ASK,3353.25,1021
11:43:59,ESX-FUTURE,BID,3353.0,159
11:43:59,ESX-FUTURE,BID,3353.0,269
11:43:59,SP-FUTURE,ASK,2911.5,293
11:44:00,SP-FUTURE,ASK,2911.5,1085
11:44:00,ESX-FUTURE,ASK,3354.0,758
11:44:00,SP-FUTURE,BID,2911.5,2
11:44:01,ESX-FUTURE,BID,3353.75,749
11:44:02,SP-FUTURE,ASK,2911.25,81
11:44:02,ESX-FUTURE,ASK,3354.0,1560
11:44:02,SP-FUTURE,ASK,2912.5,72
11:44:03,SP-FUTURE,ASK,2912.5,118
11:44:03,ESX-FUTURE,ASK,3354.0,176
11:44:04,SP-FUTURE,BID,2912.25,398
11:44:04,ESX-FUTURE,BID,3353.75,225
11:44:05,ESX-FUTURE,BID,3353.75,427
11:44:06,ESX-FUTURE,BID,3353.75,231
11:44:06,SP-FUTURE,ASK,2912.5,173
11:44:06,SP-FUTURE,ASK,2912.5,208
11:44:07,ESX-FUTURE,BID,3354.0,749
11:44:09,ESX-FUTURE,ASK,3354.25,636
11:44:09,SP-FUTURE,BID,2912.0,83
11:44:09,ESX-FUTURE,ASK,3354.25,1505
11:44:10,SP-FUTURE,ASK,2912.5,269
11:44:10,ESX-FUTURE,ASK,3354.25,1251
11:44:11,ESX-FUTURE,BID,3354.0,389
11:44:11,SP-FUTURE,BID,2912.25,265
11:44:12,ESX-FUTURE,ASK,3354.0,208
11:44:13,SP-FUTURE,BID,2912.25,410
11:44:13,ESX-FUTURE,ASK,3353.75,358
11:44:14,SP-FUTURE,BID,2912.25,385
11:44:14,SP-FUTURE,ASK,2912.5,1
11:44:15,ESX-FUTURE,ASK,3353.5,96
11:44:15,ESX-FUTURE,BID,3353.25,35
11:44:16,SP-FUTURE,BID,2912.25,357
11:44:16,ESX-FUTURE,BID,3353.25,640
11:44:17,SP-FUTURE,ASK,2912.25,351
11:44:17,SP-FUTURE,ASK,2912.25,40
11:44:18,ESX-FUTURE,ASK,3353.75,274
11:44:19,SP-FUTURE,ASK,2912.25,85
11:44:19,ESX-FUTURE,BID,3353.5,818
11:44:20,ESX-FUTURE,ASK,3353.75,21
11:44:21,SP-FUTURE,BID,2911.75,526
11:44:22,ESX-FUTURE,ASK,3353.5,1396
11:44:22,SP-FUTURE,ASK,2912.5,63
11:44:22,SP-FUTURE,ASK,2912.5,53
11:44:22,SP-FUTURE,BID,2912.25,58
11:44:22,ESX-FUTURE,BID,3353.25,140
11:44:23,ESX-FUTURE,ASK,3353.5,456
11:44:23,ESX-FUTURE,BID,3353.25,721
11:44:23,SP-FUTURE,ASK,2912.5,668
11:44:25,SP-FUTURE,ASK,2912.5,180
11:44:25,ESX-FUTURE,ASK,3353.75,791
11:44:26,SP-FUTURE,BID,2912.25,24
11:44:27,ESX-FUTURE,BID,3353.5,2
11:44:27,SP-FUTURE,BID,2912.25,69
11:44:27,ESX-FUTURE,ASK,3353.5,131
11:44:29,SP-FUTURE,ASK,2912.5,222
11:44:29,ESX-FUTURE,BID,3353.5,10
11:44:30,SP-FUTURE,BID,2912.25,195
11:44:31,ESX-FUTURE,BID,3353.25,1897
11:44:31,SP-FUTURE,BID,2910.75,275
11:44:32,SP-FUTURE,ASK,2911.0,501
11:44:32,ESX-FUTURE,ASK,3353.75,947
11:44:33,ESX-FUTURE,ASK,3353.75,571
11:44:34,SP-FUTURE,ASK,2911.75,296
11:44:34,ESX-FUTURE,ASK,3353.75,827
11:44:35,SP-FUTURE,ASK,2912.25,834
11:44:35,ESX-FUTURE,ASK,3354.5,937
11:44:36,ESX-FUTURE,BID,3354.25,61
11:44:36,SP-FUTURE,BID,2912.0,470
11:44:37,SP-FUTURE,ASK,2912.25,268
11:44:38,ESX-FUTURE,ASK,3354.25,410
11:44:38,SP-FUTURE,ASK,2912.25,17
11:44:38,ESX-FUTURE,BID,3354.0,4
11:44:38,ESX-FUTURE,BID,3354.0,422
11:44:39,ESX-FUTURE,BID,3354.0,532
11:44:39,ESX-FUTURE,ASK,3354.25,1833
11:44:40,SP-FUTURE,ASK,2913.75,5
11:44:40,ESX-FUTURE,ASK,3354.25,1505
11:44:40,SP-FUTURE,ASK,2915.0,410
11:44:41,ESX-FUTURE,ASK,3354.5,1433
11:44:41,SP-FUTURE,ASK,2915.75,155
11:44:42,ESX-FUTURE,BID,3354.25,55
11:44:42,SP-FUTURE,ASK,2915.75,571
11:44:43,ESX-FUTURE,BID,3354.5,704
11:44:44,SP-FUTURE,ASK,2915.5,368
11:44:44,ESX-FUTURE,BID,3354.75,15
11:44:44,SP-FUTURE,ASK,2915.5,47
11:44:45,ESX-FUTURE,BID,3354.75,343
11:44:45,SP-FUTURE,BID,2915.25,117
11:44:45,SP-FUTURE,BID,2915.25,177
11:44:47,ESX-FUTURE,ASK,3354.75,123
11:44:47,SP-FUTURE,ASK,2915.5,225
11:44:48,SP-FUTURE,ASK,2915.5,900
11:44:49,ESX-FUTURE,ASK,3355.5,341
11:44:49,SP-FUTURE,ASK,2915.5,62
11:44:49,ESX-FUTURE,ASK,3355.5,45
11:44:50,SP-FUTURE,BID,2915.25,253
11:44:51,ESX-FUTURE,ASK,3355.5,135
11:44:51,ESX-FUTURE,ASK,3355.5,523
11:44:51,SP-FUTURE,ASK,2915.75,457
11:44:51,ESX-FUTURE,BID,3355.5,329
11:44:52,ESX-FUTURE,ASK,3355.75,806
11:44:52,SP-FUTURE,BID,2915.75,25
11:44:53,SP-FUTURE,ASK,2916.0,278
11:44:54,ESX-FUTURE,BID,3355.5,330
11:44:54,ESX-FUTURE,BID,3355.5,845
11:44:54,SP-FUTURE,BID,2915.0,1092
11:44:55,SP-FUTURE,BID,2915.0,42
11:44:56,ESX-FUTURE,ASK,3355.0,19
11:44:56,SP-FUTURE,BID,2915.0,1224
11:44:58,ESX-FUTURE,BID,3353.75,198
11:44:59,SP-FUTURE,BID,2915.0,4
11:44:59,SP-FUTURE,BID,2915.0,39
11:44:59,ESX-FUTURE,BID,3353.75,560
11:44:59,SP-FUTURE,BID,2915.0,11
11:45:00,ESX-FUTURE,BID,3353.75,1211
11:45:00,ESX-FUTURE,ASK,3354.0,214
11:45:01,SP-FUTURE,ASK,2914.5,542
11:45:02,ESX-FUTURE,ASK,3354.25,9
11:45:03,SP-FUTURE,ASK,2914.5,345
11:45:03,SP-FUTURE,BID,2914.25,292
11:45:03,ESX-FUTURE,ASK,3354.25,878
11:45:04,ESX-FUTURE,BID,3354.0,411
11:45:05,ESX-FUTURE,ASK,3354.25,878
11:45:05,SP-FUTURE,BID,2915.25,764
11:45:05,ESX-FUTURE,BID,3353.75,2052
11:45:05,SP-FUTURE,ASK,2914.5,403
11:45:06,SP-FUTURE,ASK,2914.5,172
11:45:06,SP-FUTURE,BID,2914.25,114
11:45:07,ESX-FUTURE,ASK,3354.5,1635
11:45:07,ESX-FUTURE,BID,3354.25,454
11:45:07,SP-FUTURE,ASK,2915.75,440
11:45:08,ESX-FUTURE,ASK,3354.75,952
11:45:09,ESX-FUTURE,BID,3354.5,92
11:45:09,ESX-FUTURE,BID,3354.5,406
11:45:09,SP-FUTURE,ASK,2916.0,8
11:45:09,ESX-FUTURE,ASK,3354.75,556
11:45:10,ESX-FUTURE,ASK,3354.75,593
11:45:11,ESX-FUTURE,ASK,3354.75,492
11:45:11,SP-FUTURE,ASK,2916.5,1076
11:45:12,ESX-FUTURE,BID,3356.25,1036
11:45:12,SP-FUTURE,BID,2915.75,380
11:45:12,SP-FUTURE,ASK,2916.0,100
11:45:12,ESX-FUTURE,BID,3356.0,44
11:45:13,SP-FUTURE,BID,2915.75,209
11:45:13,ESX-FUTURE,ASK,3356.0,513
11:45:14,ESX-FUTURE,ASK,3356.0,57
11:45:15,SP-FUTURE,BID,2916.0,321
11:45:15,ESX-FUTURE,ASK,3355.75,104
11:45:15,SP-FUTURE,BID,2916.0,76
11:45:15,ESX-FUTURE,BID,3355.5,1382
11:45:16,ESX-FUTURE,ASK,3355.75,255
11:45:16,SP-FUTURE,BID,2915.5,821
11:45:16,SP-FUTURE,BID,2915.5,958
11:45:17,ESX-FUTURE,BID,3353.0,1678
11:45:17,SP-FUTURE,BID,2915.25,187
11:45:18,SP-FUTURE,BID,2915.25,313
11:45:19,ESX-FUTURE,BID,3352.75,172
11:45:20,ESX-FUTURE,ASK,3353.0,134
11:45:20,SP-FUTURE,ASK,2915.5,306
11:45:21,ESX-FUTURE,BID,3353.0,29
11:45:22,SP-FUTURE,BID,2915.25,192
11:45:23,ESX-FUTURE,ASK,3353.0,20
11:45:23,ESX-FUTURE,ASK,3353.0,266
11:45:23,ESX-FUTURE,BID,3352.75,1630
11:45:23,SP-FUTURE,ASK,2915.25,866
11:45:24,ESX-FUTURE,ASK,3353.5,858
11:45:24,SP-FUTURE,ASK,2915.25,133
11:45:25,SP-FUTURE,BID,2915.0,297
11:45:25,ESX-FUTURE,ASK,3353.5,373
11:45:25,ESX-FUTURE,ASK,3353.5,524
11:45:26,SP-FUTURE,ASK,2915.5,271
11:45:26,ESX-FUTURE,ASK,3353.5,990
11:45:27,ESX-FUTURE,BID,3353.25,485
11:45:27,SP-FUTURE,BID,2915.75,356
11:45:28,ESX-FUTURE,ASK,3353.25,349
11:45:28,SP-FUTURE,BID,2915.75,155
11:45:30,SP-FUTURE,BID,2915.75,409
11:45:30,ESX-FUTURE,BID,3353.0,223
11:45:30,ESX-FUTURE,BID,3353.0,71
11:45:31,ESX-FUTURE,ASK,3353.25,426
11:45:31,SP-FUTURE,ASK,2916.0,50
11:45:32,SP-FUTURE,BID,2915.75,123
11:45:33,ESX-FUTURE,ASK,3353.25,1164
11:45:33,SP-FUTURE,ASK,2916.5,256
11:45:34,SP-FUTURE,BID,2916.25,66
11:45:34,SP-FUTURE,ASK,2916.5,512
11:45:35,ESX-FUTURE,ASK,3353.5,20
11:45:35,SP-FUTURE,ASK,2916.5,518
11:45:36,SP-FUTURE,ASK,2916.5,515
11:45:36,ESX-FUTURE,BID,3354.0,1433
11:45:37,ESX-FUTURE,ASK,3354.25,275
11:45:37,SP-FUTURE,BID,2916.0,142
11:45:37,SP-FUTURE,BID,2916.0,26
11:45:38,ESX-FUTURE,BID,3354.0,113
11:45:38,ESX-FUTURE,ASK,3354.25,868
11:45:39,SP-FUTURE,BID,2916.25,289
11:45:39,ESX-FUTURE,BID,3354.0,163
11:45:40,SP-FUTURE,ASK,2916.5,181
11:45:40,ESX-FUTURE,BID,3354.0,380
11:45:41,SP-FUTURE,BID,2916.25,154
11:45:41,ESX-FUTURE,BID,3354.0,611
11:45:41,SP-FUTURE,BID,2915.75,40
11:45:42,ESX-FUTURE,BID,3354.0,644
11:45:42,SP-FUTURE,BID,2915.5,276
11:45:43,ESX-FUTURE,BID,3353.75,2269
11:45:44,SP-FUTURE,ASK,2913.25,108
11:45:44,ESX-FUTURE,BID,3353.75,1185
11:45:44,SP-FUTURE,BID,2912.75,719
11:45:46,SP-FUTURE,BID,2912.75,24
11:45:46,ESX-FUTURE,ASK,3353.5,379
11:45:47,ESX-FUTURE,ASK,3353.5,1530
11:45:47,SP-FUTURE,BID,2913.25,223
11:45:48,ESX-FUTURE,ASK,3353.25,188
11:45:48,SP-FUTURE,ASK,2913.5,510
11:45:48,ESX-FUTURE,BID,3353.75,24
11:45:49,ESX-FUTURE,BID,3353.75,37
11:45:50,SP-FUTURE,BID,2913.25,458
11:45:50,SP-FUTURE,BID,2913.25,155
11:45:50,SP-FUTURE,BID,2913.25,417
11:45:50,ESX-FUTURE,ASK,3353.25,60
11:45:51,ESX-FUTURE,ASK,3353.25,7
11:45:52,SP-FUTURE,BID,2913.25,639
11:45:52,ESX-FUTURE,BID,3352.75,259
11:45:53,SP-FUTURE,BID,2913.25,81
11:45:54,SP-FUTURE,BID,2913.25,470
11:45:54,ESX-FUTURE,ASK,3352.25,92
11:45:55,SP-FUTURE,ASK,2913.5,216
11:45:55,ESX-FUTURE,BID,3352.25,94
11:45:55,SP-FUTURE,ASK,2913.5,134
11:45:55,SP-FUTURE,BID,2913.25,343
11:45:56,ESX-FUTURE,ASK,3352.25,2755
11:45:57,SP-FUTURE,BID,2916.5,261
11:45:57,ESX-FUTURE,ASK,3352.0,445
11:45:57,ESX-FUTURE,BID,3351.75,610
11:45:58,SP-FUTURE,BID,2916.5,354
11:45:58,ESX-FUTURE,BID,3351.5,2255
11:45:59,SP-FUTURE,BID,2915.5,264
11:45:59,ESX-FUTURE,BID,3351.5,917
11:46:00,SP-FUTURE,ASK,2915.25,778
11:46:00,ESX-FUTURE,ASK,3352.5,1654
11:46:01,SP-FUTURE,ASK,2916.25,847
11:46:01,ESX-FUTURE,BID,3353.25,380
11:46:01,SP-FUTURE,BID,2915.75,721
11:46:01,ESX-FUTURE,BID,3353.0,969
11:46:01,SP-FUTURE,BID,2915.5,1049
11:46:02,ESX-FUTURE,BID,3352.25,652
11:46:03,SP-FUTURE,ASK,2915.75,948
11:46:03,ESX-FUTURE,BID,3352.5,1014
11:46:04,SP-FUTURE,BID,2914.75,28
11:46:04,ESX-FUTURE,BID,3352.5,898
11:46:05,ESX-FUTURE,BID,3352.5,742
11:46:05,SP-FUTURE,BID,2913.75,140
11:46:06,SP-FUTURE,BID,2913.75,293
11:46:07,SP-FUTURE,ASK,2914.0,69
11:46:07,ESX-FUTURE,ASK,3352.75,869
11:46:08,SP-FUTURE,BID,2914.0,99
11:46:08,SP-FUTURE,ASK,2914.25,25
11:46:08,ESX-FUTURE,ASK,3352.5,45
11:46:09,SP-FUTURE,BID,2914.0,79
11:46:09,ESX-FUTURE,BID,3352.25,1305
11:46:10,ESX-FUTURE,ASK,3352.5,79
11:46:10,SP-FUTURE,BID,2913.5,861
11:46:11,ESX-FUTURE,BID,3352.0,566
11:46:11,ESX-FUTURE,BID,3352.0,584
11:46:12,SP-FUTURE,BID,2913.0,361
11:46:12,ESX-FUTURE,BID,3351.75,295
11:46:13,ESX-FUTURE,ASK,3352.0,11
11:46:13,SP-FUTURE,BID,2913.0,227
11:46:13,SP-FUTURE,BID,2913.0,8
11:46:14,SP-FUTURE,BID,2913.0,42
11:46:15,ESX-FUTURE,BID,3351.5,1243
11:46:16,SP-FUTURE,ASK,2912.75,174
11:46:16,SP-FUTURE,BID,2912.5,20
11:46:16,ESX-FUTURE,ASK,3351.75,108
11:46:17,SP-FUTURE,BID,2912.5,52
11:46:18,ESX-FUTURE,ASK,3351.75,182
11:46:19,SP-FUTURE,BID,2912.5,337
11:46:19,ESX-FUTURE,ASK,3351.5,341
11:46:19,SP-FUTURE,ASK,2912.75,456
11:46:20,SP-FUTURE,ASK,2912.75,23
11:46:20,ESX-FUTURE,ASK,3351.75,32
11:46:21,ESX-FUTURE,ASK,3351.75,211
11:46:21,SP-FUTURE,ASK,2912.75,25
11:46:23,ESX-FUTURE,ASK,3351.75,5
11:46:23,SP-FUTURE,ASK,2912.75,233
11:46:24,ESX-FUTURE,BID,3351.75,429
11:46:25,SP-FUTURE,ASK,2912.75,205
11:46:25,ESX-FUTURE,ASK,3352.0,52
11:46:26,SP-FUTURE,BID,2912.5,817
11:46:26,ESX-FUTURE,BID,3350.75,20
11:46:27,ESX-FUTURE,BID,3350.75,831
11:46:27,ESX-FUTURE,ASK,3351.0,904
11:46:27,ESX-FUTURE,BID,3350.75,400
11:46:28,SP-FUTURE,BID,2912.0,366
11:46:28,SP-FUTURE,ASK,2912.25,278
11:46:29,ESX-FUTURE,BID,3350.75,391
11:46:30,ESX-FUTURE,ASK,3351.0,161
11:46:30,SP-FUTURE,ASK,2912.25,331
11:46:30,SP-FUTURE,BID,2912.0,146
11:46:30,ESX-FUTURE,BID,3350.75,1247
11:46:31,SP-FUTURE,ASK,2912.0,101
11:46:32,SP-FUTURE,ASK,2912.0,224
11:46:32,ESX-FUTURE,ASK,3351.25,577
11:46:32,ESX-FUTURE,ASK,3351.25,778
11:46:33,SP-FUTURE,BID,2912.5,18
11:46:34,ESX-FUTURE,ASK,3351.25,1511
11:46:34,SP-FUTURE,ASK,2914.0,359
11:46:35,ESX-FUTURE,BID,3351.25,172
11:46:35,SP-FUTURE,ASK,2914.0,700
11:46:36,SP-FUTURE,ASK,2914.0,797
11:46:36,ESX-FUTURE,ASK,3352.25,161
11:46:37,SP-FUTURE,BID,2913.75,169
11:46:38,ESX-FUTURE,BID,3352.0,1616
11:46:38,ESX-FUTURE,ASK,3352.25,56
11:46:39,SP-FUTURE,ASK,2912.75,225
11:46:40,SP-FUTURE,BID,2912.5,16
11:46:40,ESX-FUTURE,ASK,3352.25,546
11:46:41,SP-FUTURE,BID,2912.75,28
11:46:41,ESX-FUTURE,ASK,3352.25,821
11:46:42,SP-FUTURE,BID,2913.25,176
11:46:42,ESX-FUTURE,BID,3352.0,74
11:46:42,ESX-FUTURE,ASK,3352.25,1026
11:46:43,SP-FUTURE,BID,2913.75,844
11:46:43,ESX-FUTURE,BID,3350.75,125
11:46:44,SP-FUTURE,ASK,2914.0,272
11:46:44,SP-FUTURE,BID,2913.75,83
11:46:44,ESX-FUTURE,ASK,3351.0,8
11:46:44,SP-FUTURE,BID,2913.75,98
11:46:45,SP-FUTURE,ASK,2914.0,308
11:46:45,ESX-FUTURE,ASK,3351.25,1426
11:46:45,SP-FUTURE,ASK,2915.0,3
11:46:46,SP-FUTURE,BID,2914.75,319
11:46:47,ESX-FUTURE,BID,3351.0,919
11:46:47,ESX-FUTURE,BID,3351.0,585
11:46:47,ESX-FUTURE,ASK,3351.25,870
11:46:47,ESX-FUTURE,ASK,3351.25,1189
11:46:47,ESX-FUTURE,BID,3351.0,1586
11:46:47,SP-FUTURE,ASK,2914.5,712
11:46:48,ESX-FUTURE,ASK,3351.5,806
11:46:48,SP-FUTURE,ASK,2914.75,254
11:46:49,ESX-FUTURE,ASK,3351.5,275
11:46:49,SP-FUTURE,BID,2914.5,504
11:46:49,SP-FUTURE,ASK,2914.75,107
11:46:50,ESX-FUTURE,BID,3351.25,388
11:46:51,SP-FUTURE,ASK,2914.75,125
11:46:52,SP-FUTURE,BID,2914.5,105
11:46:52,ESX-FUTURE,BID,3351.25,195
11:46:53,SP-FUTURE,ASK,2914.75,125
11:46:53,ESX-FUTURE,ASK,3351.5,940
11:46:54,ESX-FUTURE,BID,3351.25,896
11:46:54,SP-FUTURE,BID,2914.5,1173
11:46:55,SP-FUTURE,BID,2914.5,43
11:46:55,SP-FUTURE,ASK,2914.75,110
11:46:56,ESX-FUTURE,BID,3350.5,620
11:46:56,SP-FUTURE,ASK,2914.5,62
11:46:56,ESX-FUTURE,BID,3350.5,187
11:46:57,ESX-FUTURE,BID,3350.5,759
11:46:58,SP-FUTURE,ASK,2914.0,253
11:46:59,SP-FUTURE,BID,2913.75,1001
11:46:59,ESX-FUTURE,ASK,3350.25,948
11:46:59,SP-FUTURE,BID,2914.0,408
11:46:59,ESX-FUTURE,ASK,3350.25,1287
11:47:00,SP-FUTURE,BID,2914.25,118
11:47:01,ESX-FUTURE,ASK,3350.0,202
11:47:02,SP-FUTURE,ASK,2914.5,634
11:47:02,ESX-FUTURE,ASK,3350.5,1050
11:47:03,SP-FUTURE,BID,2914.75,192
11:47:04,ESX-FUTURE,BID,3350.25,240
11:47:04,SP-FUTURE,BID,2914.75,22
11:47:04,ESX-FUTURE,BID,3350.25,276
11:47:05,SP-FUTURE,BID,2914.5,575
11:47:05,ESX-FUTURE,ASK,3350.25,37
11:47:07,SP-FUTURE,ASK,2914.75,21
11:47:07,ESX-FUTURE,ASK,3350.25,29
11:47:08,SP-FUTURE,BID,2914.5,248
11:47:08,ESX-FUTURE,BID,3350.0,491
11:47:09,SP-FUTURE,ASK,2914.75,146
11:47:10,ESX-FUTURE,ASK,3350.5,812
11:47:10,SP-FUTURE,ASK,2915.0,38
11:47:11,ESX-FUTURE,ASK,3350.5,836
11:47:11,ESX-FUTURE,ASK,3350.5,1187
11:47:11,SP-FUTURE,ASK,2915.75,341
11:47:12,SP-FUTURE,ASK,2915.75,32
11:47:13,ESX-FUTURE,BID,3350.5,714
11:47:13,SP-FUTURE,BID,2915.25,41
11:47:14,ESX-FUTURE,ASK,3350.75,841
11:47:14,SP-FUTURE,BID,2915.25,614
11:47:15,ESX-FUTURE,ASK,3350.5,1253
11:47:15,SP-FUTURE,BID,2916.0,65
11:47:16,SP-FUTURE,BID,2916.0,197
11:47:16,ESX-FUTURE,BID,3350.0,153
11:47:17,ESX-FUTURE,BID,3350.0,302
11:47:18,SP-FUTURE,BID,2915.75,1445
11:47:18,SP-FUTURE,ASK,2916.0,33
11:47:18,ESX-FUTURE,ASK,3348.75,898
11:47:19,ESX-FUTURE,ASK,3348.75,178
11:47:19,SP-FUTURE,BID,2916.25,240
11:47:20,ESX-FUTURE,ASK,3348.75,933
11:47:21,SP-FUTURE,ASK,2916.75,6
11:47:21,ESX-FUTURE,BID,3348.5,707
11:47:21,SP-FUTURE,ASK,2916.5,413
11:47:21,ESX-FUTURE,BID,3348.75,1116
11:47:23,SP-FUTURE,BID,2915.5,26
11:47:23,SP-FUTURE,ASK,2915.75,352
11:47:23,ESX-FUTURE,ASK,3349.25,992
11:47:24,ESX-FUTURE,BID,3349.0,105
11:47:24,ESX-FUTURE,ASK,3349.25,53
11:47:24,SP-FUTURE,ASK,2916.25,222
11:47:25,SP-FUTURE,ASK,2916.25,112
11:47:26,SP-FUTURE,BID,2916.0,202
11:47:26,ESX-FUTURE,BID,3349.0,114
11:47:26,ESX-FUTURE,BID,3349.0,97
11:47:27,ESX-FUTURE,ASK,3349.25,629
11:47:27,ESX-FUTURE,BID,3349.0,220
11:47:27,SP-FUTURE,BID,2915.75,1381
11:47:28,ESX-FUTURE,ASK,3346.5,343
11:47:28,SP-FUTURE,ASK,2916.25,204
11:47:29,ESX-FUTURE,BID,3346.5,29
11:47:30,SP-FUTURE,ASK,2916.25,318
11:47:30,ESX-FUTURE,BID,3346.5,306
11:47:31,ESX-FUTURE,BID,3346.5,1711
11:47:31,ESX-FUTURE,ASK,3346.75,319
11:47:32,SP-FUTURE,BID,2914.75,562
11:47:32,SP-FUTURE,BID,2914.75,69
11:47:33,ESX-FUTURE,BID,3346.25,86
11:47:33,SP-FUTURE,BID,2914.75,294
11:47:33,ESX-FUTURE,ASK,3346.25,1489
11:47:34,SP-FUTURE,BID,2916.0,653
11:47:34,ESX-FUTURE,ASK,3346.0,1828
11:47:34,ESX-FUTURE,ASK,3346.0,163
11:47:35,SP-FUTURE,ASK,2918.25,1267
11:47:35,ESX-FUTURE,BID,3346.0,284
11:47:36,ESX-FUTURE,ASK,3346.25,1877
