Timestamp,Instrument,Bid Price,Bid Volume,Ask Price,Ask Volume
11:44:00,SP-FUTURE,2911.5,139,2911.75,1430
11:44:00,ESX-FUTURE,3353.75,1385,3354.0,2088
11:44:01,SP-FUTURE,2911.0,1033,2911.25,536
11:44:02,ESX-FUTURE,3353.75,1740,3354.0,1733
11:44:02,SP-FUTURE,2912.25,1195,2912.5,374
11:44:02,ESX-FUTURE,3353.75,2082,3354.0,1391
11:44:03,ESX-FUTURE,3353.75,2821,3354.0,652
11:44:03,SP-FUTURE,2912.25,1481,2912.5,88
11:44:04,ESX-FUTURE,3353.75,2404,3354.0,1069
11:44:04,SP-FUTURE,2912.25,1323,2912.5,246
11:44:05,SP-FUTURE,2912.25,881,2912.5,688
11:44:06,SP-FUTURE,2912.25,716,2912.5,853
11:44:06,ESX-FUTURE,3353.75,3221,3354.0,252
11:44:06,ESX-FUTURE,3354.0,853,3354.25,2620
11:44:07,SP-FUTURE,2911.75,1038,2912.0,531
11:44:09,SP-FUTURE,2912.0,158,2912.25,1411
11:44:09,ESX-FUTURE,3354.0,351,3354.25,3122
11:44:09,SP-FUTURE,2912.25,77,2912.5,1492
11:44:10,ESX-FUTURE,3354.0,534,3354.25,2939
11:44:10,SP-FUTURE,2912.5,28,2912.75,1541
11:44:11,SP-FUTURE,2912.25,553,2912.5,1016
11:44:11,ESX-FUTURE,3353.75,1655,3354.0,1818
11:44:12,SP-FUTURE,2912.25,771,2912.5,798
11:44:13,ESX-FUTURE,3353.5,1127,3353.75,2346
11:44:13,SP-FUTURE,2912.25,1122,2912.5,447
11:44:14,ESX-FUTURE,3353.25,2604,3353.5,869
11:44:14,ESX-FUTURE,3353.25,2605,3353.5,868
11:44:15,SP-FUTURE,2912.25,1226,2912.5,343
11:44:15,SP-FUTURE,2912.25,1219,2912.5,350
11:44:16,ESX-FUTURE,3353.25,1242,3353.5,2231
11:44:16,SP-FUTURE,2912.0,967,2912.25,602
11:44:17,ESX-FUTURE,3353.5,1424,3353.75,2049
11:44:17,ESX-FUTURE,3353.5,1536,3353.75,1937
11:44:18,SP-FUTURE,2912.0,1279,2912.25,290
11:44:19,ESX-FUTURE,3353.5,2009,3353.75,1464
11:44:19,SP-FUTURE,2911.75,1006,2912.0,563
11:44:20,SP-FUTURE,2911.75,1015,2912.0,554
11:44:21,ESX-FUTURE,3353.25,997,3353.5,2476
11:44:22,SP-FUTURE,2912.25,1454,2912.5,115
11:44:22,ESX-FUTURE,3353.25,1335,3353.5,2138
11:44:22,ESX-FUTURE,3353.25,1595,3353.5,1878
11:44:22,ESX-FUTURE,3353.25,1572,3353.5,1901
11:44:22,SP-FUTURE,2912.25,1320,2912.5,249
11:44:23,SP-FUTURE,2912.5,476,2912.75,1093
11:44:23,SP-FUTURE,2912.25,135,2912.5,1434
11:44:23,ESX-FUTURE,3353.25,3383,3353.5,90
11:44:25,ESX-FUTURE,3353.5,75,3353.75,3398
11:44:25,SP-FUTURE,2912.25,224,2912.5,1345
11:44:26,ESX-FUTURE,3353.5,4,3353.75,3469
11:44:27,SP-FUTURE,2912.25,224,2912.5,1345
11:44:27,ESX-FUTURE,3353.25,3118,3353.5,355
11:44:27,SP-FUTURE,2912.25,424,2912.5,1145
11:44:29,ESX-FUTURE,3353.5,374,3353.75,3099
11:44:29,SP-FUTURE,2912.25,420,2912.5,1149
11:44:30,ESX-FUTURE,3353.25,2254,3353.5,1219
11:44:31,SP-FUTURE,2910.75,705,2911.0,864
11:44:31,ESX-FUTURE,3353.25,123,3353.5,3350
11:44:32,ESX-FUTURE,3353.5,1832,3353.75,1641
11:44:32,SP-FUTURE,2911.25,587,2911.5,982
11:44:33,SP-FUTURE,2911.5,249,2911.75,1320
11:44:34,ESX-FUTURE,3353.5,2530,3353.75,943
11:44:34,SP-FUTURE,2912.0,360,2912.25,1209
11:44:35,ESX-FUTURE,3354.25,369,3354.5,3104
11:44:35,SP-FUTURE,2912.0,957,2912.25,612
11:44:36,SP-FUTURE,2912.0,896,2912.25,673
11:44:36,ESX-FUTURE,3353.75,2948,3354.0,525
11:44:37,ESX-FUTURE,3354.0,1591,3354.25,1882
11:44:38,SP-FUTURE,2912.0,1513,2912.25,56
11:44:38,ESX-FUTURE,3354.0,1639,3354.25,1834
11:44:38,SP-FUTURE,2912.0,1513,2912.25,56
11:44:38,SP-FUTURE,2912.0,769,2912.25,800
11:44:39,SP-FUTURE,2911.75,1245,2912.0,324
11:44:39,SP-FUTURE,2913.5,1467,2913.75,102
11:44:40,ESX-FUTURE,3354.0,1647,3354.25,1826
11:44:40,SP-FUTURE,2914.75,603,2915.0,966
11:44:40,ESX-FUTURE,3354.25,1198,3354.5,2275
11:44:41,SP-FUTURE,2915.5,448,2915.75,1121
11:44:41,ESX-FUTURE,3354.25,1626,3354.5,1847
11:44:42,SP-FUTURE,2915.5,417,2915.75,1152
11:44:42,ESX-FUTURE,3354.5,2144,3354.75,1329
11:44:43,SP-FUTURE,2915.25,706,2915.5,863
11:44:44,ESX-FUTURE,3354.75,1576,3355.0,1897
11:44:44,SP-FUTURE,2915.25,702,2915.5,867
11:44:44,ESX-FUTURE,3354.75,1681,3355.0,1792
11:44:45,SP-FUTURE,2915.25,183,2915.5,1386
11:44:45,ESX-FUTURE,3354.75,836,3355.0,2637
11:44:45,ESX-FUTURE,3354.5,2668,3354.75,805
11:44:47,SP-FUTURE,2915.25,339,2915.5,1230
11:44:47,ESX-FUTURE,3354.5,3264,3354.75,209
11:44:48,ESX-FUTURE,3355.25,2422,3355.5,1051
11:44:49,SP-FUTURE,2915.25,1035,2915.5,534
11:44:49,ESX-FUTURE,3355.25,2657,3355.5,816
11:44:49,SP-FUTURE,2915.25,1069,2915.5,500
11:44:50,ESX-FUTURE,3355.25,1587,3355.5,1886
11:44:51,SP-FUTURE,2915.25,1176,2915.5,393
11:44:51,SP-FUTURE,2915.5,527,2915.75,1042
11:44:51,ESX-FUTURE,3355.5,1355,3355.75,2118
11:44:51,SP-FUTURE,2915.25,1522,2915.5,47
11:44:52,SP-FUTURE,2915.75,45,2916.0,1524
11:44:52,ESX-FUTURE,3355.5,1269,3355.75,2204
11:44:53,ESX-FUTURE,3355.5,1383,3355.75,2090
11:44:54,SP-FUTURE,2915.5,1045,2915.75,524
11:44:54,SP-FUTURE,2915.0,1393,2915.25,176
11:44:54,ESX-FUTURE,3354.75,2483,3355.0,990
11:44:55,ESX-FUTURE,3354.75,2462,3355.0,1011
11:44:56,SP-FUTURE,2915.0,1402,2915.25,167
11:44:56,ESX-FUTURE,3353.75,1845,3354.0,1628
11:44:58,SP-FUTURE,2915.0,1205,2915.25,364
11:44:59,ESX-FUTURE,3353.75,1844,3354.0,1629
11:44:59,ESX-FUTURE,3353.75,1804,3354.0,1669
11:44:59,SP-FUTURE,2915.0,121,2915.25,1448
11:44:59,ESX-FUTURE,3353.75,1781,3354.0,1692
11:45:00,SP-FUTURE,2914.25,325,2914.5,1244
11:45:00,SP-FUTURE,2914.25,570,2914.5,999
11:45:01,ESX-FUTURE,3354.0,3211,3354.25,262
11:45:02,SP-FUTURE,2914.25,574,2914.5,995
11:45:03,ESX-FUTURE,3354.25,1842,3354.5,1631
11:45:03,ESX-FUTURE,3354.0,2594,3354.25,879
11:45:03,SP-FUTURE,2914.75,1152,2915.0,417
11:45:04,SP-FUTURE,2914.75,811,2915.0,758
11:45:05,SP-FUTURE,2915.25,1389,2915.5,180
11:45:05,ESX-FUTURE,3353.75,2762,3354.0,711
11:45:05,SP-FUTURE,2914.25,1021,2914.5,548
11:45:05,ESX-FUTURE,3354.25,775,3354.5,2698
11:45:06,ESX-FUTURE,3354.25,1929,3354.5,1544
11:45:06,ESX-FUTURE,3354.25,1609,3354.5,1864
11:45:07,SP-FUTURE,2915.5,1445,2915.75,124
11:45:07,SP-FUTURE,2915.5,592,2915.75,977
11:45:07,ESX-FUTURE,3354.5,1524,3354.75,1949
11:45:08,SP-FUTURE,2915.75,1560,2916.0,9
11:45:09,SP-FUTURE,2915.75,1488,2916.0,81
11:45:09,SP-FUTURE,2915.75,746,2916.0,823
11:45:09,ESX-FUTURE,3354.5,1532,3354.75,1941
11:45:09,SP-FUTURE,2916.0,161,2916.25,1408
11:45:10,SP-FUTURE,2916.0,1259,2916.25,310
11:45:11,SP-FUTURE,2916.25,492,2916.5,1077
11:45:11,ESX-FUTURE,3356.25,1877,3356.5,1596
11:45:12,SP-FUTURE,2915.75,511,2916.0,1058
11:45:12,ESX-FUTURE,3356.0,737,3356.25,2736
11:45:12,ESX-FUTURE,3356.0,981,3356.25,2492
11:45:12,SP-FUTURE,2915.75,481,2916.0,1088
11:45:13,ESX-FUTURE,3355.75,2763,3356.0,710
11:45:13,SP-FUTURE,2916.0,462,2916.25,1107
11:45:14,SP-FUTURE,2916.0,512,2916.25,1057
11:45:15,ESX-FUTURE,3355.5,2827,3355.75,646
11:45:15,SP-FUTURE,2916.0,640,2916.25,929
11:45:15,ESX-FUTURE,3355.5,2539,3355.75,934
11:45:15,SP-FUTURE,2915.5,500,2915.75,1069
11:45:16,SP-FUTURE,2915.5,959,2915.75,610
11:45:16,ESX-FUTURE,3354.5,3003,3354.75,470
11:45:16,ESX-FUTURE,3353.0,3120,3353.25,353
11:45:17,SP-FUTURE,2915.25,597,2915.5,972
11:45:17,ESX-FUTURE,3353.0,1862,3353.25,1611
11:45:18,ESX-FUTURE,3352.75,2336,3353.0,1137
11:45:19,SP-FUTURE,2915.25,486,2915.5,1083
11:45:20,SP-FUTURE,2915.25,642,2915.5,927
11:45:20,ESX-FUTURE,3353.0,768,3353.25,2705
11:45:21,SP-FUTURE,2915.25,625,2915.5,944
11:45:22,ESX-FUTURE,3352.75,2965,3353.0,508
11:45:23,SP-FUTURE,2915.25,636,2915.5,933
11:45:23,SP-FUTURE,2915.25,1210,2915.5,359
11:45:23,SP-FUTURE,2915.0,188,2915.25,1381
11:45:23,ESX-FUTURE,3353.25,790,3353.5,2683
11:45:24,SP-FUTURE,2915.0,1273,2915.25,296
11:45:24,ESX-FUTURE,3353.25,1742,3353.5,1731
11:45:25,ESX-FUTURE,3353.25,909,3353.5,2564
11:45:25,SP-FUTURE,2915.25,6,2915.5,1563
11:45:25,SP-FUTURE,2915.25,535,2915.5,1034
11:45:26,ESX-FUTURE,3353.25,2197,3353.5,1276
11:45:26,SP-FUTURE,2915.75,1335,2916.0,234
11:45:27,SP-FUTURE,2915.75,684,2916.0,885
11:45:27,ESX-FUTURE,3353.0,2240,3353.25,1233
11:45:28,SP-FUTURE,2915.75,1352,2916.0,217
11:45:28,ESX-FUTURE,3353.0,2033,3353.25,1440
11:45:30,ESX-FUTURE,3353.0,950,3353.25,2523
11:45:30,SP-FUTURE,2915.75,983,2916.0,586
11:45:30,SP-FUTURE,2915.75,920,2916.0,649
11:45:31,SP-FUTURE,2915.75,1312,2916.0,257
11:45:31,ESX-FUTURE,3353.0,1164,3353.25,2309
11:45:32,ESX-FUTURE,3353.0,995,3353.25,2478
11:45:33,SP-FUTURE,2916.25,619,2916.5,950
11:45:33,ESX-FUTURE,3353.0,2347,3353.25,1126
11:45:34,ESX-FUTURE,3353.0,2110,3353.25,1363
11:45:34,ESX-FUTURE,3353.25,3387,3353.5,86
11:45:35,SP-FUTURE,2916.25,632,2916.5,937
11:45:35,ESX-FUTURE,3353.75,1404,3354.0,2069
11:45:36,ESX-FUTURE,3354.0,2837,3354.25,636
11:45:36,SP-FUTURE,2915.75,1354,2916.0,215
11:45:37,SP-FUTURE,2916.0,363,2916.25,1206
11:45:37,ESX-FUTURE,3354.0,1836,3354.25,1637
11:45:37,ESX-FUTURE,3354.0,1764,3354.25,1709
11:45:38,SP-FUTURE,2916.0,276,2916.25,1293
11:45:38,SP-FUTURE,2916.25,1181,2916.5,388
11:45:39,ESX-FUTURE,3354.0,722,3354.25,2751
11:45:39,SP-FUTURE,2916.25,934,2916.5,635
11:45:40,ESX-FUTURE,3354.0,1869,3354.25,1604
11:45:40,SP-FUTURE,2916.25,386,2916.5,1183
11:45:41,ESX-FUTURE,3354.0,751,3354.25,2722
11:45:41,SP-FUTURE,2915.75,1472,2916.0,97
11:45:41,ESX-FUTURE,3354.0,740,3354.25,2733
11:45:42,SP-FUTURE,2915.5,786,2915.75,783
11:45:42,ESX-FUTURE,3353.75,2270,3354.0,1203
11:45:43,SP-FUTURE,2913.0,1049,2913.25,520
11:45:44,ESX-FUTURE,3353.75,2835,3354.0,638
11:45:44,SP-FUTURE,2912.75,993,2913.0,576
11:45:44,ESX-FUTURE,3353.25,637,3353.5,2836
11:45:46,ESX-FUTURE,3353.25,607,3353.5,2866
11:45:46,SP-FUTURE,2912.75,1200,2913.0,369
11:45:47,SP-FUTURE,2913.25,733,2913.5,836
11:45:47,ESX-FUTURE,3353.0,2633,3353.25,840
11:45:48,SP-FUTURE,2913.25,1029,2913.5,540
11:45:48,ESX-FUTURE,3353.75,48,3354.0,3425
11:45:48,SP-FUTURE,2913.25,1013,2913.5,556
11:45:49,SP-FUTURE,2913.25,981,2913.5,588
11:45:50,ESX-FUTURE,3353.25,3363,3353.5,110
11:45:50,ESX-FUTURE,3353.25,2802,3353.5,671
11:45:50,ESX-FUTURE,3353.0,3233,3353.25,240
11:45:50,SP-FUTURE,2913.25,1044,2913.5,525
11:45:51,SP-FUTURE,2913.25,1047,2913.5,522
11:45:52,ESX-FUTURE,3352.75,360,3353.0,3113
11:45:52,SP-FUTURE,2913.25,471,2913.5,1098
11:45:53,ESX-FUTURE,3352.5,3457,3352.75,16
11:45:54,ESX-FUTURE,3352.0,3278,3352.25,195
11:45:54,SP-FUTURE,2913.25,594,2913.5,975
11:45:55,ESX-FUTURE,3352.25,781,3352.5,2692
11:45:55,SP-FUTURE,2913.25,491,2913.5,1078
11:45:55,ESX-FUTURE,3352.25,1153,3352.5,2320
11:45:55,ESX-FUTURE,3352.0,717,3352.25,2756
11:45:56,SP-FUTURE,2916.5,724,2916.75,845
11:45:57,ESX-FUTURE,3351.75,2284,3352.0,1189
11:45:57,SP-FUTURE,2916.75,167,2917.0,1402
11:45:57,SP-FUTURE,2916.5,843,2916.75,726
11:45:58,ESX-FUTURE,3351.5,2972,3351.75,501
11:45:58,SP-FUTURE,2915.5,827,2915.75,742
11:45:59,ESX-FUTURE,3351.5,1265,3351.75,2208
11:45:59,SP-FUTURE,2915.0,539,2915.25,1030
11:46:00,ESX-FUTURE,3352.25,1197,3352.5,2276
11:46:00,SP-FUTURE,2916.0,587,2916.25,982
11:46:01,ESX-FUTURE,3353.25,1334,3353.5,2139
11:46:01,SP-FUTURE,2915.75,1425,2916.0,144
11:46:01,ESX-FUTURE,3353.0,2506,3353.25,967
11:46:01,SP-FUTURE,2915.5,1330,2915.75,239
11:46:01,ESX-FUTURE,3352.25,1995,3352.5,1478
11:46:02,SP-FUTURE,2915.5,84,2915.75,1485
11:46:03,ESX-FUTURE,3352.5,1286,3352.75,2187
11:46:03,SP-FUTURE,2914.75,689,2915.0,880
11:46:04,ESX-FUTURE,3352.5,1227,3352.75,2246
11:46:04,SP-FUTURE,2914.25,474,2914.5,1095
11:46:05,SP-FUTURE,2913.75,1238,2914.0,331
11:46:05,ESX-FUTURE,3352.5,959,3352.75,2514
11:46:06,ESX-FUTURE,3352.5,49,3352.75,3424
11:46:07,ESX-FUTURE,3352.5,381,3352.75,3092
11:46:07,SP-FUTURE,2914.0,205,2914.25,1364
11:46:08,ESX-FUTURE,3352.25,3215,3352.5,258
11:46:08,ESX-FUTURE,3352.25,3227,3352.5,246
11:46:08,SP-FUTURE,2914.0,246,2914.25,1323
11:46:09,ESX-FUTURE,3352.25,2791,3352.5,682
11:46:09,SP-FUTURE,2913.5,1266,2913.75,303
11:46:10,SP-FUTURE,2913.5,1349,2913.75,220
11:46:10,ESX-FUTURE,3352.0,769,3352.25,2704
11:46:11,SP-FUTURE,2913.25,1129,2913.5,440
11:46:11,SP-FUTURE,2913.0,811,2913.25,758
11:46:12,ESX-FUTURE,3351.75,1230,3352.0,2243
11:46:12,SP-FUTURE,2913.0,301,2913.25,1268
11:46:13,SP-FUTURE,2913.0,303,2913.25,1266
11:46:13,ESX-FUTURE,3351.5,2445,3351.75,1028
11:46:13,ESX-FUTURE,3351.5,2433,3351.75,1040
11:46:14,ESX-FUTURE,3351.5,2276,3351.75,1197
11:46:15,SP-FUTURE,2912.5,81,2912.75,1488
11:46:16,ESX-FUTURE,3351.5,2370,3351.75,1103
11:46:16,ESX-FUTURE,3351.5,2310,3351.75,1163
11:46:16,SP-FUTURE,2912.5,192,2912.75,1377
11:46:17,ESX-FUTURE,3351.5,2072,3351.75,1401
11:46:18,SP-FUTURE,2912.5,413,2912.75,1156
11:46:19,ESX-FUTURE,3351.25,1482,3351.5,1991
11:46:19,SP-FUTURE,2912.5,839,2912.75,730
11:46:19,ESX-FUTURE,3351.5,3148,3351.75,325
11:46:20,ESX-FUTURE,3351.5,3190,3351.75,283
11:46:20,SP-FUTURE,2912.5,863,2912.75,706
11:46:21,SP-FUTURE,2912.5,1292,2912.75,277
11:46:21,ESX-FUTURE,3351.5,3264,3351.75,209
11:46:23,SP-FUTURE,2912.5,1294,2912.75,275
11:46:23,ESX-FUTURE,3351.75,2203,3352.0,1270
11:46:24,SP-FUTURE,2912.5,765,2912.75,804
11:46:25,ESX-FUTURE,3351.75,3356,3352.0,117
11:46:25,SP-FUTURE,2912.5,818,2912.75,751
11:46:26,ESX-FUTURE,3350.75,924,3351.0,2549
11:46:26,SP-FUTURE,2912.5,809,2912.75,760
11:46:27,SP-FUTURE,2912.0,646,2912.25,923
11:46:27,SP-FUTURE,2912.25,474,2912.5,1095
11:46:27,SP-FUTURE,2912.0,1095,2912.25,474
11:46:28,ESX-FUTURE,3350.5,2466,3350.75,1007
11:46:28,ESX-FUTURE,3350.75,1745,3351.0,1728
11:46:29,SP-FUTURE,2912.0,476,2912.25,1093
11:46:30,SP-FUTURE,2912.0,630,2912.25,939
11:46:30,ESX-FUTURE,3351.0,418,3351.25,3055
11:46:30,ESX-FUTURE,3350.75,3077,3351.0,396
11:46:30,SP-FUTURE,2911.75,1080,2912.0,489
11:46:31,ESX-FUTURE,3351.0,127,3351.25,3346
11:46:32,ESX-FUTURE,3351.0,2012,3351.25,1461
11:46:32,SP-FUTURE,2912.0,887,2912.25,682
11:46:32,SP-FUTURE,2912.5,64,2912.75,1505
11:46:33,ESX-FUTURE,3351.0,1961,3351.25,1512
11:46:34,SP-FUTURE,2913.75,606,2914.0,963
11:46:34,ESX-FUTURE,3351.25,873,3351.5,2600
11:46:35,SP-FUTURE,2913.75,353,2914.0,1216
11:46:35,ESX-FUTURE,3351.5,2667,3351.75,806
11:46:36,ESX-FUTURE,3352.0,2923,3352.25,550
11:46:36,SP-FUTURE,2913.75,611,2914.0,958
11:46:37,ESX-FUTURE,3352.0,1871,3352.25,1602
11:46:38,SP-FUTURE,2912.5,450,2912.75,1119
11:46:38,SP-FUTURE,2912.5,483,2912.75,1086
11:46:39,ESX-FUTURE,3352.0,2720,3352.25,753
11:46:40,ESX-FUTURE,3352.0,2689,3352.25,784
11:46:40,SP-FUTURE,2912.75,589,2913.0,980
11:46:41,ESX-FUTURE,3352.0,2624,3352.25,849
11:46:41,SP-FUTURE,2913.25,777,2913.5,792
11:46:42,ESX-FUTURE,3352.0,1695,3352.25,1778
11:46:42,SP-FUTURE,2913.25,730,2913.5,839
11:46:42,SP-FUTURE,2913.75,845,2914.0,724
11:46:43,ESX-FUTURE,3350.75,1921,3351.0,1552
11:46:43,SP-FUTURE,2913.75,753,2914.0,816
11:46:44,ESX-FUTURE,3351.0,272,3351.25,3201
11:46:44,ESX-FUTURE,3350.75,3455,3351.0,18
11:46:44,SP-FUTURE,2913.75,757,2914.0,812
11:46:44,ESX-FUTURE,3350.75,3081,3351.0,392
11:46:45,ESX-FUTURE,3351.0,1880,3351.25,1593
11:46:45,SP-FUTURE,2914.75,1547,2915.0,22
11:46:45,ESX-FUTURE,3351.0,1884,3351.25,1589
11:46:46,ESX-FUTURE,3351.0,1814,3351.25,1659
11:46:47,SP-FUTURE,2914.5,531,2914.75,1038
11:46:47,SP-FUTURE,2914.25,939,2914.5,630
11:46:47,SP-FUTURE,2914.75,356,2915.0,1213
11:46:47,SP-FUTURE,2915.5,301,2915.75,1268
11:46:47,SP-FUTURE,2914.25,213,2914.5,1356
11:46:47,ESX-FUTURE,3351.25,1647,3351.5,1826
11:46:48,SP-FUTURE,2914.5,663,2914.75,906
11:46:48,ESX-FUTURE,3351.25,3076,3351.5,397
11:46:49,SP-FUTURE,2914.5,1290,2914.75,279
11:46:49,ESX-FUTURE,3351.25,1002,3351.5,2471
11:46:49,ESX-FUTURE,3351.25,1686,3351.5,1787
11:46:50,SP-FUTURE,2914.5,658,2914.75,911
11:46:51,ESX-FUTURE,3351.25,2132,3351.5,1341
11:46:52,ESX-FUTURE,3351.25,1664,3351.5,1809
11:46:52,SP-FUTURE,2914.5,444,2914.75,1125
11:46:53,ESX-FUTURE,3351.25,1965,3351.5,1508
11:46:53,SP-FUTURE,2915.0,501,2915.25,1068
11:46:54,SP-FUTURE,2914.5,1397,2914.75,172
11:46:54,ESX-FUTURE,3350.5,170,3350.75,3303
11:46:55,ESX-FUTURE,3350.5,148,3350.75,3325
11:46:55,ESX-FUTURE,3350.5,922,3350.75,2551
11:46:56,SP-FUTURE,2914.25,994,2914.5,575
11:46:56,ESX-FUTURE,3350.5,1148,3350.75,2325
